Review,Created Time,Sender ID,Message,Message ID,Type,Channel URL,File URL,Sender Type,Case Number,Category
+,2025-02-28T17:42:15.372-08:00,psops000_U9_tKva,We are sorry that our tech team found the cause of the email feature glitch that it should have been fixed now. Will you please check again or click *Resend* in your relevant Live/Purge Summary to get the order report accordingly?,4280723955,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0023,App Functionality_Bug
0,2025-03-01T09:56:18.907-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4281746029,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-1/QmP0PyH.jpg,user,,
0,2025-03-01T09:56:24.143-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Please cancel this item,4281746199,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0024,Order_Order_Cancel
0,2025-03-01T12:02:29.941-08:00,psops000_U9_tKva,"Of course, all done.",4281952116,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0024,Order_Order_Cancel
0,2025-03-04T08:30:00.236-08:00,psops000_U9_tKva,"We are writing to inform you that the shipping address for orders 9760-696478-8892, 9760-696565-4171, 9760-696319-6735has been updated at the buyer's request. Please note the new shipping address below and ensure that the order is dispatched accordingly: **New Shipping Address:** Lewisville Tx 75077 9760-696478-8892 The address has already been updated in the system and on the Order Details page. This notification is just to ensure you are aware of the change in case you have already printed the shipping label or for any other unforeseen circumstances. Thank you for your attention to this matter and for your continued cooperation.",4288511482,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0025,Order_Order_Cancel
0,2025-03-04T11:18:15.84-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4289184200,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-4/dBGkQsi.jpg,user,CASE_0025,Order_Order_Cancel
0,2025-03-04T11:18:19.938-08:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Cancel please,4289184463,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0025,Order_Order_Cancel
0,2025-03-04T11:36:25.025-08:00,psops000_U9_tKva,Sure! We have canceled the order.,4289254119,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0025,Order_Order_Cancel
0,2025-03-10T09:16:52.126-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4303742942,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-10/6hpa8xl.jpg,user,CASE_0025,Order_Order_Cancel
0,2025-03-10T09:19:11.783-07:00,psops000_U9_tKva,Hello! How can we help you?,4303752022,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0025,Order_Order_Cancel
0,2025-03-10T09:19:15.922-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Please cancel these 3 orders from @kaykayshulay It took too long for us to get them out. They are 😡 but they have been mailed to them regardless with extra goodies. But they still 😡 Please give them their $3 bucks back. Thanks. Anjanette,4303752307,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0025,Order_Order_Cancel
-,2025-03-10T09:22:16.011-07:00,psops000_U9_tKva,"Thank you for reaching out. We’ve processed the refund of 3 orders as requested. We truly appreciate your efforts in making things right by including extra goodies, and we’re sorry to hear they’re still unhappy. If there’s anything else we can do to assist, please let us know.",4303764893,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0025,Order_Order_Cancel
-,2025-03-10T09:22:52.182-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Thanks 🙏,4303767336,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0025,Order_Order_Cancel
+,2025-03-10T09:23:16.613-07:00,psops000_U9_tKva,Most welcome!,4303768859,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0025,Order_Order_Cancel
+,2025-03-11T06:11:38.794-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4306368031,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-11/fer5MnR.jpg,user,,
+,2025-03-11T06:11:48.781-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Hi! Could you refund the $24 on this order please,4306368494,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0026,Order_Refund_Partial
+,2025-03-11T06:17:35.445-07:00,psops000_U9_tKva,All done!,4306384352,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0026,Order_Refund_Partial
+,2025-03-14T12:27:42.789-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I need @Sait order number 9760-617248-9635 refunded an additional $1.22 🙄 It was a free giveaway. I refunded the $16 in shipping and it took fees etc. She won’t be happy. I don’t want to hear it over $1.22 and a free plant. Thank you. Anjanette,4316703294,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0026,Order_Refund_Partial
+,2025-03-14T13:04:07.823-07:00,psops000_U9_tKva,"Hello, thank you for reaching out, may I please have the order #?",4316825125,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0026,Order_Refund_Partial
+,2025-03-14T13:17:40.413-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,The order number is above. 👆🏻,4316869157,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0026,Order_Refund_Partial
-,2025-03-14T16:01:59.314-07:00,psops000_U9_tKva,"My mistake, I see it now. We’ll make sure to reach out and take care of the user. Really appreciate you following up and making sure your customers are happy and taken care of. Thank you! :)",4317304971,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0026,Order_Refund_Partial
-,2025-03-17T23:38:34.943-07:00,psops000_U9_tKva,"Hello, We are reaching out regarding the cancellation of giveaway order 9769-820819-9307. The buyer contacted us requesting to cancel the order because they initially believed the shipping fee would be the $2 second-order shipping rate, but it is actually the $16 first-order shipping fee. Would you be able to help cancel this order? Please let us know. Thank you!",4324439734,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0027,Order_Order_Cancel
+,2025-03-18T05:49:31.294-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4324802527,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-18/Bv2WZxn.jpg,user,CASE_0027,Order_Order_Cancel
+,2025-03-18T05:49:32.01-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4324802563,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-18/6dkBmt0.jpg,user,CASE_0027,Order_Order_Cancel
+,2025-03-18T05:49:59.784-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,I am not sure what we are supposed for this customer?,4324803670,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0027,Order_Order_Cancel
+,2025-03-18T05:50:20.548-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,We don’t have record of these sales and I can’t fix there bank account or whatever is going on. Can you contact them. -anj,4324804474,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0027,Order_Order_Cancel
-,2025-03-18T07:29:35.805-07:00,psops000_U9_tKva,"Hello, thank you, I will reach out to them.",4325125922,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0027,Order_Order_Cancel
-,2025-03-19T13:35:53.367-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,She says that you still haven’t reached out to herb,4329468110,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0027,Order_Order_Cancel
0,2025-03-19T13:35:55.167-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Her,4329468226,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0027,Order_Order_Cancel
0,2025-03-19T13:36:00.741-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Lilly_bug,4329468466,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0027,Order_Order_Cancel
0,2025-03-19T13:49:08.673-07:00,psops000_U9_tKva,"Hello, I reached out to the user already.",4329509338,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0027,Order_Order_Cancel
0,2025-03-24T13:22:56.759-07:00,psops000_U9_tKva,"Hi there, do you still live support?",4340205388,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,,
0,2025-03-24T13:23:10.552-07:00,psops000_U9_tKva,"Hi there, do you still need live support?",4340206222,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0028,Order_Refund_Full
0,2025-03-25T06:26:16.656-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4341638613,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-25/RdtHjm3.jpg,user,CASE_0028,Order_Refund_Full
0,2025-03-25T06:26:33.655-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Please send all of her fees back that she paid . (Third party fees),4341639502,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0028,Order_Refund_Full
+,2025-03-25T06:27:29.903-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"To include taxes, third party and seller fee.",4341642297,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0028,Order_Refund_Full
+,2025-03-25T10:21:51.052-07:00,psops000_U9_tKva,"Thanks for the note! Just to make sure we're on the same page—could you please confirm the exact refund amount you're expecting? That’ll help us ensure everything (including taxes, third-party, and seller fees) is accounted for correctly before we proceed. Looking forward to your reply!",4342558049,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0028,Order_Refund_Full
+,2025-03-25T10:34:30.795-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4342606474,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-25/pMvcG2E.jpg,user,CASE_0028,Order_Refund_Full
+,2025-03-25T10:34:31.489-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4342606521,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-25/qchBYX4.jpg,user,CASE_0028,Order_Refund_Full
+,2025-03-25T10:34:43.127-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,$30.03 $21.45,4342607244,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0028,Order_Refund_Full
-,2025-03-25T19:02:48.914-07:00,psops000_U9_tKva,Thanks for your reply. They have been cancelled and refunded,4344050025,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0028,Order_Refund_Full
-,2025-03-27T12:24:44.989-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4348992930,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-27/a40VaGt.jpg,user,,
-,2025-03-27T12:24:45.645-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4348992962,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://storage.googleapis.com/plantstory/chat_source/images/2025-3-27/VXxI7r6.jpg,user,,
-,2025-03-27T12:24:50.144-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Cancel please,4348993230,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0029,Order_Order_Cancel
-,2025-03-27T12:41:36.964-07:00,psops000_U9_tKva,"Hello! Thank you for reaching out. We’ve gone ahead and canceled these orders for you. If you need anything else, please don’t hesitate to get in touch. 😊",4349053132,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0029,Order_Order_Cancel
-,2025-03-30T15:48:40.653-07:00,psops000_U9_tKva,"Hi there! Could you please help us get order 9769-747599-9913 from @fqc67Kd shipped out? It’s been over 12 days since the purchase, and the buyer is still waiting.",4355188103,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0030,Shipment_Shipment_Delay
-,2025-03-30T15:54:39.637-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"12 days ?!?! No, I just went ahead and canceled it. If you would like in the future, you are welcome to contact Texas Department of agriculture, and the United States Department of agriculture and ask them to speed up my phytosanitary certificate process in order for me to legally ship the plant. Thanks, but if y’all could just let me handle stuff in the future that would be great. Also she does not get priority over other customers who had their plants on hold for months because of their winter weather I will not put customers on a back burner to ship somebody complaining about 12 days and one plant. - Lex",4355194641,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0030,Shipment_Shipment_Delay
-,2025-03-30T16:11:57.956-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Also maybe next year stop encouraging sellers to do holds. Because that’s gotten me behind since buyers were expecting and forcing sellers to do holds since palmstreet decided “all sellers should be willing to hold”,4355213731,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0030,Shipment_Shipment_Delay
-,2025-03-31T00:17:04.366-07:00,psops000_U9_tKva,"Hi Lex, sorry for the inconvenience caused. We completely understand how stressful it can be to hold a large number of orders while also responding to customers' personalized requests. We absolutely respect your right to handle after-sales issues in accordance with your store policies. Actually we're reaching out to you on behalf of the buyer to help prevent worse issues caused by communication gaps, such as chargebacks. I'll also pass your feedback regarding order holds to our team and work on addressing the challenges sellers face during this process. Thank you so much for following up on this order. Although it's a bit troublesome, we believe this is an isolated case. Please don’t hesitate to reach out if you face similar difficulties in the future.",4355589421,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0030,Shipment_Shipment_Delay
-,2025-04-01T07:14:16.431-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4359480071,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-1/LAMnpHG.jpg,user,,
-,2025-04-01T07:14:17.213-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4359480127,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-1/QTig88n.jpg,user,,
-,2025-04-01T07:14:18.012-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4359480173,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-1/yz6jV0L.jpg,user,,
-,2025-04-01T07:14:18.654-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4359480207,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-1/NR6M44O.jpg,user,,
-,2025-04-01T07:14:33.873-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Hi I need all 4 of these orders canceled please. Thanks Lex,4359481099,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0031,Order_Order_Cancel
-,2025-04-01T07:24:27.198-07:00,psops000_U9_tKva,Hello there. Thank you for reaching out! The orders have been canceled!,4359518419,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0031,Order_Order_Cancel
+,2025-04-04T07:55:29.615-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4369335958,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-4/weeybgD.jpg,user,,
+,2025-04-04T07:55:36.911-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4369336473,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-4/jMzTTPL.jpg,user,,
+,2025-04-04T07:56:02.844-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Same time screenshots of giveaway,4369338090,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0032,App Functionality_Bug
+,2025-04-04T07:56:25.364-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4369339550,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-4/wRIbgd4.jpg,user,CASE_0032,App Functionality_Bug
+,2025-04-04T07:58:08.612-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Customers keep mentioning the above glitch. It often shows more people in giveaway than there actually is. It often immediately shows I have 80+ entries right when my live starts and 2 people are there.,4369346163,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0032,App Functionality_Bug
-,2025-04-04T14:29:35.602-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Why do y’all always have to update the app there’s always problems and now I’m having to message you to deal with these problems and I’m pretty tired because I’ve been working all day and now I can’t even get my invoices through email. Option number one in email is view only I cannot manipulate it. Thanks Lex,4370868690,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0032,App Functionality_Bug
-,2025-04-04T14:29:56.64-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"Like, can y’all just discontinue with the updates? 🙂",4370869609,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0032,App Functionality_Bug
-,2025-04-04T14:54:14.792-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,why don’t y’all answer me I see you’re answering my other seller friends,4370931817,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0032,App Functionality_Bug
-,2025-04-05T00:26:08.172-07:00,psops000_U9_tKva,Sorry for the late reply. Are you still having the issue?,4371593450,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0032,App Functionality_Bug
-,2025-04-05T10:16:07.992-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4372174860,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-5/U9TllLA.jpg,user,,
-,2025-04-05T10:16:12.697-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Cancel this order plz,4372174968,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0033,Order_Order_Cancel
-,2025-04-05T11:24:30.384-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4372283853,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-5/2uoQMBJ.jpg,user,CASE_0033,Order_Order_Cancel
+,2025-04-05T11:24:31.842-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4372283886,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-5/7aNRRiK.jpg,user,CASE_0033,Order_Order_Cancel
+,2025-04-05T11:24:55.093-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Please cancel the above order. Out of stock. Thank you. Anjanette,4372284415,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0033,Order_Order_Cancel
+,2025-04-05T12:36:03.787-07:00,psops000_U9_tKva,"No worries, orders have been canceled :)",4372391678,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0033,Order_Order_Cancel
+,2025-04-06T15:13:42.862-07:00,psops000_U9_tKva,"Hey there! We’re following up regarding order #9761-163941-8914 from @JGreen. The buyer has reached out to us with concerns, and we noticed that the tracking number 1ZGW03300220620932 currently shows no status updates. Could you kindly confirm if this order has been shipped yet? If you’re planning to ship it, we recommend reaching out to the buyer directly since they mentioned they haven’t received a response. Otherwise, please let us know if you'd prefer for us to proceed with canceling the order.",4373862086,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:17:26.084-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373866434,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/videos/2025-4-6/KA1HYjW.mp4,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:18:44.459-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373868420,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/videos/2025-4-6/6rdVhhK.mp4,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:20:13.704-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373870070,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/videos/2025-4-6/9K6OaK1.mp4,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:23:46.898-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373873958,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-6/svsjTRf.jpg,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:24:55.359-07:00,psops000_U9_tKva,"Thank you for the update! We’re reaching out just to follow up since the buyer contacted us directly. Your customer service is genuinely appreciated, and we’re here if you need anything further. Thanks again!",4373875286,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0034,Shipment_Tracking_Status_Not_Updating
+,2025-04-06T15:25:14.449-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373875656,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/videos/2025-4-6/G60xoDv.mp4,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
+,2025-04-06T15:25:37.97-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"also, I’m just gonna send y’all videos from now on because I can’t keep texting this much stuff",4373876193,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
+,2025-04-06T15:25:46.612-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,i’m fixing the tracking info now,4373876366,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
+,2025-04-06T15:25:55.176-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,tracking info fixed,4373876502,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
+,2025-04-06T15:26:23.765-07:00,psops000_U9_tKva,"Totally understandable, and we appreciate your time and effort, sending videos is absolutely fine and can often help us see things more clearly and resolve them quicker.",4373877058,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:29:15.557-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373880578,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-6/7WdxEUh.jpg,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:29:34.902-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,,4373880968,FILE,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,https://ogcdn.palmstreet.app/chat_source/images/2025-4-6/PamtYUy.jpg,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:30:49.504-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,"thank you I appreciate y’all as well. It just gets really frustrating with the amount of messages that I receive and we have actually doubled the amount that we’ve been shipping out this past week and we are almost completely caught up so we are truly doing our best. So I get frustrated when I feel like my best is not good enough for y’all and customers. Since I am shipping nonstop, and I’m still out here at almost 6 PM at night. Since 5 am this morning. Everything should be fixed Thanks Lex",4373882462,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-06T15:31:33.934-07:00,psops000_U9_tKva,We’ll continue doing our best to support you and ensure things run smoothly. Thank you again for everything you do! 💚,4373883310,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0034,Shipment_Tracking_Status_Not_Updating
-,2025-04-08T13:41:29.067-07:00,psops000_U9_tKva,"I’m reaching out on behalf of the buyer @Sunnysam, who won a giveaway but experienced issues with the payment. Could you please confirm if the item is still available? The order number is 9764-621761-1907.",4379932345,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,customer_service,CASE_0035,Order_Giveaway
-,2025-04-08T13:42:33.118-07:00,WhsEhWftBZWbiGt5kYWgjZpvfdf2,Sure. Let me see. Anjanette,4379935905,MESG,sendbird_group_channel_215482988_da7183281699b7999e2677616b1e2a0e12c6c224,,user,CASE_0035,Order_Giveaway
